OrderNo,SalesOrderLineKey,OrderQuantity,ItemCost,ItemPrice,OrderDate,DeliveryDueDate,OrderToDelivery,CustomerName,CustomerCity,CustomerState,CustomerCountry,ProductCategory,ProductSubcategory,Product,ProductColor,Model,Order Line Price
SO44704,44704001,1,1898.09,3374.99,24/10/2017,03/11/2017,10,Erik Romero,Paderborn,Nordrhein-Westfalen,Germany,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44705,44705001,1,2171.29,3578.27,24/10/2017,03/11/2017,10,Ben Adams,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44706,44706001,1,2171.29,3578.27,24/10/2017,02/11/2017,9,Katelyn Bailey,Seattle,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44707,44707001,1,2171.29,3578.27,24/10/2017,28/10/2017,4,Nathan Martinez,Burlingame,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44708,44708001,1,1898.09,3374.99,24/10/2017,26/10/2017,2,Chase James,National City,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44709,44709001,1,2171.29,3578.27,24/10/2017,29/10/2017,5,Arthur Smith,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44710,44710001,1,2171.29,3578.27,25/10/2017,28/10/2017,3,Nathan Yang,Santa Monica,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44711,44711001,1,2171.29,3578.27,25/10/2017,01/11/2017,7,Pedro Moreno,Caloundra,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44712,44712001,1,1898.09,3374.99,25/10/2017,03/11/2017,9,Crystal Wang,Hervey Bay,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44713,44713001,1,2171.29,3578.27,26/10/2017,04/11/2017,9,Melissa Perry,Langford,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44714,44714001,1,2171.29,3578.27,26/10/2017,28/10/2017,2,Ryan Hayes,Milwaukie,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44715,44715001,1,2171.29,3578.27,26/10/2017,04/11/2017,9,Madeline Parker,Sooke,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44716,44716001,1,2171.29,3578.27,26/10/2017,30/10/2017,4,Jordyn Bennett,N. Vancouver,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44717,44717001,1,413.15,699.1,26/10/2017,30/10/2017,4,Emma Sandberg,Concord,California,United States,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44718,44718001,1,2171.29,3578.27,26/10/2017,04/11/2017,9,Alisha Zhu,Malabar,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44719,44719001,1,2171.29,3578.27,27/10/2017,30/10/2017,3,Edward Edwards,Gateshead,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44720,44720001,1,2171.29,3578.27,27/10/2017,05/11/2017,9,Logan Griffin,Sedro Woolley,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44721,44721001,1,413.15,699.1,27/10/2017,01/11/2017,5,Benjamin Miller,Sooke,British Columbia,Canada,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44722,44722001,1,2171.29,3578.27,28/10/2017,06/11/2017,9,Steve Guo,Hamburg,Hessen,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44723,44723001,1,1912.15,3399.99,28/10/2017,05/11/2017,8,Lucas Price,Hof,Bayern,Germany,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44724,44724001,1,2171.29,3578.27,28/10/2017,04/11/2017,7,Donna Anand,Bellingham,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44725,44725001,1,1912.15,3399.99,28/10/2017,05/11/2017,8,Natalie Miller,National City,California,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44726,44726001,1,413.15,699.1,28/10/2017,06/11/2017,9,Dylan Bryant,Colma,California,United States,Bikes,Road Bikes,"Road-650 Black, 58",Black,Road-650,699.1
SO44727,44727001,1,2171.29,3578.27,28/10/2017,05/11/2017,8,Natalie Moore,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44728,44728001,1,1912.15,3399.99,28/10/2017,01/11/2017,4,Shaun Carson,North Ryde,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44729,44729001,1,2171.29,3578.27,29/10/2017,03/11/2017,5,Brad She,Cergy,Val d'Oise,France,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44730,44730001,1,2171.29,3578.27,29/10/2017,05/11/2017,7,Nelson Jimenez,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44731,44731001,1,2171.29,3578.27,29/10/2017,03/11/2017,5,Dalton Ward,Lynnwood,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44732,44732001,1,2171.29,3578.27,29/10/2017,05/11/2017,7,Ricky Sanz,Geelong,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44733,44733001,1,2171.29,3578.27,29/10/2017,01/11/2017,3,Ronald Suri,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44734,44734001,1,2171.29,3578.27,30/10/2017,08/11/2017,9,Bethany Chande,Drancy,Seine Saint Denis,France,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44735,44735001,1,2171.29,3578.27,30/10/2017,08/11/2017,9,Arianna Reed,Mill Valley,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44736,44736001,1,413.15,699.1,30/10/2017,06/11/2017,7,Amber Baker,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO44737,44737001,1,2171.29,3578.27,30/10/2017,04/11/2017,5,Christine Pal,Newcastle,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44738,44738001,1,2171.29,3578.27,30/10/2017,03/11/2017,4,Alvin Sun,Bendigo,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44739,44739001,1,2171.29,3578.27,30/10/2017,02/11/2017,3,Erika Gill,Townsville,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44803,44803001,1,2171.29,3578.27,31/10/2017,08/11/2017,8,Albert Gomez,Paris,Seine (Paris),France,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44804,44804001,1,2171.29,3578.27,31/10/2017,04/11/2017,4,Robert Bryant,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44805,44805001,1,2171.29,3578.27,31/10/2017,03/11/2017,3,Allison Roberts,San Francisco,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44806,44806001,1,2171.29,3578.27,31/10/2017,08/11/2017,8,Bruce Martinez,Bendigo,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44807,44807001,1,1898.09,3374.99,31/10/2017,06/11/2017,6,Brittney Sun,Findon,South Australia,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44808,44808001,1,2171.29,3578.27,01/11/2017,08/11/2017,7,Dominic Sara,Hof,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44809,44809001,1,413.15,699.1,01/11/2017,09/11/2017,8,Heather Liang,Milton Keynes,England,United Kingdom,Bikes,Road Bikes,"Road-650 Black, 52",Black,Road-650,699.1
SO44810,44810001,1,2171.29,3578.27,01/11/2017,10/11/2017,9,Chloe Cox,Burbank,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44811,44811001,1,2171.29,3578.27,01/11/2017,07/11/2017,6,Sean Turner,Sooke,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44812,44812001,1,2171.29,3578.27,01/11/2017,11/11/2017,10,Harold Perez,Colma,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44813,44813001,1,2171.29,3578.27,01/11/2017,08/11/2017,7,Aaron Diaz,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44814,44814001,1,2171.29,3578.27,01/11/2017,03/11/2017,2,Jaclyn Li,Milsons Point,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44815,44815001,1,1898.09,3374.99,01/11/2017,05/11/2017,4,Tina Mehta,Bendigo,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44816,44816001,1,2171.29,3578.27,02/11/2017,06/11/2017,4,Rosa Hu,Les Ulis,Essonne,France,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44817,44817001,1,2171.29,3578.27,02/11/2017,09/11/2017,7,Kayla Jenkins,Runcorn,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44818,44818001,1,2171.29,3578.27,02/11/2017,08/11/2017,6,Joshua Robinson,Coronado,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44819,44819001,1,2171.29,3578.27,02/11/2017,11/11/2017,9,Miguel Davis,Marysville,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44820,44820001,1,1898.09,3374.99,02/11/2017,09/11/2017,7,Jocelyn Henderson,W. Linn,Oregon,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44821,44821001,1,1912.15,3399.99,02/11/2017,10/11/2017,8,Ebony Gutierrez,Bremerton,Washington,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44822,44822001,1,2171.29,3578.27,02/11/2017,07/11/2017,5,Kari Torres,St. Leonards,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44823,44823001,1,2171.29,3578.27,02/11/2017,04/11/2017,2,Clayton Xu,Townsville,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44824,44824001,1,2171.29,3578.27,02/11/2017,08/11/2017,6,Derrick Gomez,Newcastle,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44825,44825001,1,2171.29,3578.27,02/11/2017,08/11/2017,6,Mandy Wu,Port Macquarie,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44826,44826001,1,2171.29,3578.27,03/11/2017,13/11/2017,10,Margaret He,Metz,Moselle,France,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44827,44827001,1,1912.15,3399.99,03/11/2017,06/11/2017,3,Mariah Griffin,Lebanon,Oregon,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 38",Silver,Mountain-100,3399.99
SO44828,44828001,1,2171.29,3578.27,03/11/2017,10/11/2017,7,Hector Carlson,Chula Vista,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44829,44829001,1,413.15,699.1,03/11/2017,10/11/2017,7,Eric Simmons,Everett,Washington,United States,Bikes,Road Bikes,"Road-650 Black, 60",Black,Road-650,699.1
SO44830,44830001,1,2171.29,3578.27,03/11/2017,05/11/2017,2,Audrey Serrano,Townsville,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44831,44831001,1,1898.09,3374.99,04/11/2017,06/11/2017,2,Monica Mehta,Sulzbach Taunus,Saarland,Germany,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44832,44832001,1,2171.29,3578.27,04/11/2017,06/11/2017,2,Wyatt Allen,Burbank,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44833,44833001,1,2171.29,3578.27,04/11/2017,09/11/2017,5,Nicole Bailey,Long Beach,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44834,44834001,1,1898.09,3374.99,04/11/2017,11/11/2017,7,Jon Alonso,Colma,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44835,44835001,1,2171.29,3578.27,04/11/2017,10/11/2017,6,Nina Andersen,Warrnambool,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44836,44836001,1,2171.29,3578.27,04/11/2017,14/11/2017,10,Jamie Yang,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44837,44837001,1,2171.29,3578.27,05/11/2017,08/11/2017,3,Richard Perez,Erlangen,Bayern,Germany,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44838,44838001,1,2171.29,3578.27,05/11/2017,07/11/2017,2,Vincent He,Kassel,Hessen,Germany,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44839,44839001,1,2171.29,3578.27,05/11/2017,14/11/2017,9,Caleb Hernandez,Renton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44840,44840001,1,2171.29,3578.27,05/11/2017,15/11/2017,10,Matthew Johnson,Downey,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44841,44841001,1,2171.29,3578.27,05/11/2017,14/11/2017,9,Ricky Diaz,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44842,44842001,1,2171.29,3578.27,06/11/2017,12/11/2017,6,Meagan Sai,Paderborn,Nordrhein-Westfalen,Germany,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44843,44843001,1,2171.29,3578.27,06/11/2017,13/11/2017,7,Olivia Reed,Coronado,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44844,44844001,1,2171.29,3578.27,06/11/2017,13/11/2017,7,Riley Coleman,Torrance,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44845,44845001,1,2171.29,3578.27,06/11/2017,11/11/2017,5,Kaitlyn Simmons,Burien,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44846,44846001,1,2171.29,3578.27,06/11/2017,10/11/2017,4,Edwin Ye,Cloverdale,South Australia,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44847,44847001,1,1912.15,3399.99,06/11/2017,15/11/2017,9,Kari Kim,Silverwater,New South Wales,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44848,44848001,1,1898.09,3374.99,07/11/2017,14/11/2017,7,Kelli Zhu,Paris,Seine (Paris),France,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44849,44849001,1,413.15,699.1,07/11/2017,14/11/2017,7,Cedric Raji,Les Ulis,Essonne,France,Bikes,Road Bikes,"Road-650 Red, 60",Red,Road-650,699.1
SO44850,44850001,1,413.15,699.1,07/11/2017,15/11/2017,8,Alexis Foster,Frankfurt,Hessen,Germany,Bikes,Road Bikes,"Road-650 Black, 62",Black,Road-650,699.1
SO44851,44851001,1,2171.29,3578.27,07/11/2017,12/11/2017,5,Richard Murphy,Oak Bay,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44852,44852001,1,2171.29,3578.27,07/11/2017,12/11/2017,5,Alyssa Reed,Grossmont,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44853,44853001,1,1898.09,3374.99,07/11/2017,14/11/2017,7,Sara Rogers,Westminster,British Columbia,Canada,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44854,44854001,1,2171.29,3578.27,07/11/2017,13/11/2017,6,Andrew Thomas,Santa Monica,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44855,44855001,1,413.15,699.1,07/11/2017,12/11/2017,5,Isabella Brown,Port Hammond,British Columbia,Canada,Bikes,Road Bikes,"Road-650 Red, 58",Red,Road-650,699.1
SO44856,44856001,1,413.15,699.1,07/11/2017,09/11/2017,2,Amber Green,W. Linn,Oregon,United States,Bikes,Road Bikes,"Road-650 Red, 48",Red,Road-650,699.1
SO44857,44857001,1,2171.29,3578.27,07/11/2017,16/11/2017,9,Dustin Sharma,Darlinghurst,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44858,44858001,1,2171.29,3578.27,07/11/2017,16/11/2017,9,Tasha Nath,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44859,44859001,1,2171.29,3578.27,07/11/2017,10/11/2017,3,Jeremy Phillips,Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44860,44860001,1,2171.29,3578.27,07/11/2017,13/11/2017,6,Ann Subram,Caloundra,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44861,44861001,1,2171.29,3578.27,07/11/2017,14/11/2017,7,Daisy Suarez,Goulburn,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44862,44862001,1,2171.29,3578.27,07/11/2017,13/11/2017,6,Olivia White,Wollongong,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44863,44863001,1,2171.29,3578.27,07/11/2017,10/11/2017,3,Darren Townsend,Gold Coast,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44864,44864001,1,1898.09,3374.99,07/11/2017,15/11/2017,8,Jennifer Collins,Geelong,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44865,44865001,1,1898.09,3374.99,07/11/2017,13/11/2017,6,Wendy Romero,Brisbane,Queensland,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44866,44866001,1,1898.09,3374.99,07/11/2017,09/11/2017,2,Grace Griffin,Hobart,Tasmania,Australia,Bikes,Mountain Bikes,"Mountain-100 Black, 44",Black,Mountain-100,3374.99
SO44867,44867001,1,2171.29,3578.27,08/11/2017,18/11/2017,10,Clayton Nath,London,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44868,44868001,1,2171.29,3578.27,08/11/2017,16/11/2017,8,Mariah Watson,Lake Oswego,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44869,44869001,1,2171.29,3578.27,08/11/2017,12/11/2017,4,Ernest Zhao,Seaford,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44870,44870001,1,2171.29,3578.27,08/11/2017,15/11/2017,7,Julie Xu,Sunbury,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44871,44871001,1,1912.15,3399.99,08/11/2017,17/11/2017,9,Julian Ross,Melbourne,Victoria,Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",Silver,Mountain-100,3399.99
SO44872,44872001,1,2171.29,3578.27,09/11/2017,14/11/2017,5,Dale Anand,Burbank,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44873,44873001,1,2171.29,3578.27,09/11/2017,14/11/2017,5,Andrea Murphy,Santa Monica,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44874,44874001,1,413.15,699.1,10/11/2017,19/11/2017,9,Tonya Shen,Paris,Seine (Paris),France,Bikes,Road Bikes,"Road-650 Red, 58",Red,Road-650,699.1
SO44875,44875001,1,2171.29,3578.27,10/11/2017,15/11/2017,5,William Harris,Berkeley,California,United States,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44876,44876001,1,2171.29,3578.27,10/11/2017,12/11/2017,2,Angelica Griffin,West Covina,California,United States,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44877,44877001,1,2171.29,3578.27,10/11/2017,19/11/2017,9,Caroline Bryant,Bellflower,California,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44878,44878001,1,2171.29,3578.27,10/11/2017,15/11/2017,5,Maria Cox,Corvallis,Oregon,United States,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44879,44879001,1,2171.29,3578.27,10/11/2017,12/11/2017,2,Abigail Harris,Edmonds,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44880,44880001,1,2171.29,3578.27,10/11/2017,19/11/2017,9,Jennifer Taylor,Melton,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44881,44881001,1,2171.29,3578.27,10/11/2017,16/11/2017,6,Vincent Zheng,Hervey Bay,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44882,44882001,1,2171.29,3578.27,10/11/2017,12/11/2017,2,Vincent Huang,Hawthorne,Queensland,Australia,Bikes,Road Bikes,"Road-150 Red, 44",Red,Road-150,3578.27
SO44883,44883001,1,2171.29,3578.27,10/11/2017,13/11/2017,3,Trisha Li,Coffs Harbour,New South Wales,Australia,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44884,44884001,1,2171.29,3578.27,10/11/2017,14/11/2017,4,Erica Chen,South Melbourne,Victoria,Australia,Bikes,Road Bikes,"Road-150 Red, 48",Red,Road-150,3578.27
SO44885,44885001,1,2171.29,3578.27,11/11/2017,14/11/2017,3,Riley Hayes,Kirkby,England,United Kingdom,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44886,44886001,1,2171.29,3578.27,11/11/2017,19/11/2017,8,Seth Evans,El Cajon,California,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44887,44887001,1,2171.29,3578.27,11/11/2017,14/11/2017,3,Blake Jackson,Issaquah,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44888,44888001,1,2171.29,3578.27,11/11/2017,14/11/2017,3,Jasmine Ross,Bremerton,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44889,44889001,1,1898.09,3374.99,12/11/2017,17/11/2017,5,Anne Ramos,London,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44890,44890001,1,1912.15,3399.99,12/11/2017,16/11/2017,4,Meredith Raman,London,England,United Kingdom,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
SO44891,44891001,1,2171.29,3578.27,12/11/2017,18/11/2017,6,Carly Xu,Concord,California,United States,Bikes,Road Bikes,"Road-150 Red, 62",Red,Road-150,3578.27
SO44892,44892001,1,2171.29,3578.27,12/11/2017,18/11/2017,6,Brianna Rodriguez,Newton,British Columbia,Canada,Bikes,Road Bikes,"Road-150 Red, 52",Red,Road-150,3578.27
SO44893,44893001,1,2171.29,3578.27,12/11/2017,22/11/2017,10,Luke Wang,Spokane,Washington,United States,Bikes,Road Bikes,"Road-150 Red, 56",Red,Road-150,3578.27
SO44894,44894001,1,1898.09,3374.99,12/11/2017,20/11/2017,8,Brianna McDonald,Novato,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 38",Black,Mountain-100,3374.99
SO44895,44895001,1,1898.09,3374.99,12/11/2017,18/11/2017,6,Anthony Anderson,Beverly Hills,California,United States,Bikes,Mountain Bikes,"Mountain-100 Black, 48",Black,Mountain-100,3374.99
SO44896,44896001,1,1912.15,3399.99,12/11/2017,19/11/2017,7,Christopher Winston,Lake Oswego,Oregon,United States,Bikes,Mountain Bikes,"Mountain-100 Silver, 44",Silver,Mountain-100,3399.99
